,all_businesses,food,nightlife,shopping,fitness,selfcare,auto,home,health,geoid,population_total,population_total_male,population_total_female,population_total_under_18,population_total_18_to_65,population_total_65_and_over,population_male_under_18,population_female_under_18,population_male_18_to_64,population_female_18_to_64,population_male_65_and_over,population_female_65_and_over,population_total_white,population_total_non_white,median_income,area_mi2,population_density,food_predicted,food_error,auto_predicted,auto_error,nightlife_predicted,nightlife_error,shopping_predicted,shopping_error,fitness_predicted,fitness_error,selfcare_predicted,selfcare_error,home_predicted,home_error,health_predicted,health_error,geographic_area_name
2561,21,10,4,4,1,2,5,4,0,42003464400,3277,1519,1758,906,1998,373,417,489,929,1069,173,200,1502,1980,20324,0.66700422,4913.012393,8.37,-1.63,3.321,-1.679,3.3939999999999997,-0.606,6.069,2.069,1.81,0.81,1.473,-0.527,3.4019999999999997,-0.598,0.261,0.261,"Census Tract 4644, Allegheny County, Pennsylvania"
2562,29,18,4,9,1,4,3,0,2,42003465600,2590,1152,1438,411,1811,368,201,210,858,953,93,275,2333,312,29267,0.38999986,6641.028028,12.718,-5.282,1.517,-1.483,7.917000000000001,3.917,6.4079999999999995,-2.592,1.5590000000000002,0.5589999999999999,3.4930000000000003,-0.507,2.481,2.481,1.92,-0.08,"Census Tract 4656, Allegheny County, Pennsylvania"
2563,7,1,0,0,0,1,0,3,0,42003465800,3249,1637,1612,646,2127,476,353,293,1120,1007,164,312,2925,369,34268,0.7534868570000001,4311.953117,6.064,5.064,1.6969999999999998,1.6969999999999998,-3.408,-3.408,-0.838,-0.838,1.143,1.143,0.368,-0.632,-0.6679999999999999,-3.668,0.002,0.002,"Census Tract 4658, Allegheny County, Pennsylvania"
2564,24,15,7,4,1,1,4,4,0,42003468700,1568,850,718,250,1020,298,163,87,550,470,137,161,1432,153,27759,0.543863887,2883.074311,10.526,-4.474,2.634,-1.3659999999999999,6.497999999999999,-0.502,7.162000000000001,3.162,2.86,1.86,1.962,0.9620000000000001,2.162,-1.838,-0.914,-0.914,"Census Tract 4687, Allegheny County, Pennsylvania"
2565,13,7,2,1,1,2,1,1,0,42003468800,2611,1258,1353,483,1811,317,288,195,847,964,123,194,2180,548,28831,0.420784557,6205.0756280000005,7.875,0.875,1.228,0.228,1.6769999999999998,-0.32299999999999995,2.03,1.03,1.062,0.062,1.4269999999999998,-0.573,0.833,-0.16699999999999998,0.7170000000000001,0.7170000000000001,"Census Tract 4688, Allegheny County, Pennsylvania"
2566,23,15,6,3,6,4,0,3,1,42003468900,3726,1694,2032,602,2411,713,277,325,1181,1230,236,477,2994,899,30654,0.653256281,5703.73391,15.921,0.9209999999999999,3.6260000000000003,3.6260000000000003,7.5920000000000005,1.5919999999999999,7.122999999999999,4.123,1.534,-4.466,3.4130000000000003,-0.5870000000000001,3.156,0.156,5.043,4.043,"Census Tract 4689, Allegheny County, Pennsylvania"
2567,75,25,12,5,6,11,3,7,12,42003469000,4913,2164,2749,854,3016,1043,372,482,1343,1673,449,594,4418,533,42937,2.0754029640000002,2367.251125,23.475,-1.525,4.626,1.626,10.58,-1.42,12.151,7.151,7.295,1.295,10.049,-0.951,4.888,-2.112,7.915,-4.085,"Census Tract 4690, Allegheny County, Pennsylvania"
2568,39,17,2,6,3,9,2,4,9,42003470300,3971,1778,2193,533,1969,1469,259,274,898,1071,621,848,3488,660,31401,1.3337922229999999,2977.225336,10.574000000000002,-6.426,3.909,1.909,6.805,4.805,8.441,2.441,3.2039999999999997,0.204,5.599,-3.4010000000000002,2.978,-1.022,8.229,-0.7709999999999999,"Census Tract 4703, Allegheny County, Pennsylvania"
2569,6,0,1,1,0,0,4,3,0,42003470400,2916,1401,1515,478,1768,670,265,213,879,889,257,413,2781,135,40319,0.692530592,4210.644313000001,6.178999999999999,6.178999999999999,0.992,-3.008,-4.703,-5.702999999999999,1.6640000000000001,0.664,1.3559999999999999,1.3559999999999999,1.217,1.217,2.0909999999999997,-0.909,-0.736,-0.736,"Census Tract 4704, Allegheny County, Pennsylvania"
2570,22,11,6,3,4,2,1,3,1,42003470501,3688,1969,1719,598,2581,509,352,246,1415,1166,202,307,2122,1897,51380,0.43583868,8461.846474,14.555,3.555,1.22,0.22,5.2379999999999995,-0.762,4.12,1.12,1.956,-2.044,4.606,2.6060000000000003,4.242,1.242,3.117,2.117,"Census Tract 4705.01, Allegheny County, Pennsylvania"
2571,24,9,4,7,4,1,6,2,1,42003470502,2942,1308,1634,453,1680,809,274,179,737,943,297,512,2746,211,44028,0.7195368940000001,4088.741002,11.845,2.845,2.2030000000000003,-3.7969999999999997,2.792,-1.208,7.54,0.54,2.543,-1.4569999999999999,4.2989999999999995,3.299,6.587999999999999,4.588,1.839,0.8390000000000001,"Census Tract 4705.02, Allegheny County, Pennsylvania"
2572,24,12,4,5,3,1,4,4,0,42003470600,3203,1560,1643,598,2077,528,280,318,1050,1027,230,298,3052,238,28938,0.7267987029999999,4406.997406,10.572000000000001,-1.4280000000000002,3.573,-0.42700000000000005,4.913,0.9129999999999999,5.84,0.84,2.142,-0.858,2.552,1.5519999999999998,4.218,0.218,0.489,0.489,"Census Tract 4706, Allegheny County, Pennsylvania"
2573,15,6,1,2,0,1,2,4,0,42003471000,1285,602,683,209,852,224,115,94,384,468,103,121,1202,104,29388,0.28335342399999996,4534.972546,4.32,-1.68,2.426,0.426,1.3719999999999999,0.37200000000000005,2.583,0.583,1.307,1.307,0.318,-0.682,1.0,-3.0,0.017,0.017,"Census Tract 4710, Allegheny County, Pennsylvania"
2574,13,5,1,1,1,2,3,1,1,42003472100,2289,1158,1131,327,1659,303,189,138,853,806,116,187,2097,285,35477,0.21231101300000002,10781.3531,7.531000000000001,2.531,0.461,-2.539,0.23800000000000002,-0.762,1.7080000000000002,0.708,0.899,-0.10099999999999999,2.61,0.61,3.28,2.28,0.966,-0.034,"Census Tract 4721, Allegheny County, Pennsylvania"
2575,38,20,2,4,2,4,2,2,0,42003472200,2326,1116,1210,328,1701,297,83,245,872,829,161,136,2215,159,36679,0.2517166,9240.550699,8.949,-11.050999999999998,1.208,-0.792,10.727,8.727,5.806,1.806,2.844,0.8440000000000001,3.812,-0.188,3.6189999999999998,1.619,2.3890000000000002,2.3890000000000002,"Census Tract 4722, Allegheny County, Pennsylvania"
2576,35,8,9,11,5,6,2,2,1,42003472300,1992,1024,968,288,1521,183,137,151,823,698,64,119,1692,355,34623,0.132142305,15074.65753,19.691,11.690999999999999,3.612,1.6119999999999999,6.577000000000001,-2.423,5.265,-5.735,1.214,-3.786,6.0520000000000005,0.052000000000000005,3.9560000000000004,1.956,2.424,1.4240000000000002,"Census Tract 4723, Allegheny County, Pennsylvania"
2577,22,7,3,5,2,3,1,4,3,42003472400,1831,850,981,377,1198,256,182,195,538,660,130,126,1755,114,40922,0.164216198,11149.93541,9.193999999999999,2.194,2.093,1.093,2.6839999999999997,-0.316,3.198,-1.8019999999999998,1.595,-0.405,4.383,1.383,2.603,-1.3969999999999998,1.37,-1.63,"Census Tract 4724, Allegheny County, Pennsylvania"
2578,40,21,9,9,1,6,3,6,1,42003473100,4964,2508,2456,1284,2882,798,693,591,1384,1498,431,367,4716,279,47808,0.581124289,8542.0625,16.492,-4.508,2.411,-0.589,8.846,-0.154,9.607000000000001,0.607,3.0639999999999996,2.064,5.355,-0.645,2.3819999999999997,-3.6180000000000003,1.459,0.45899999999999996,"Census Tract 4731, Allegheny County, Pennsylvania"
2579,36,15,5,7,3,5,3,2,8,42003473200,2913,1417,1496,554,1639,720,251,303,883,756,283,437,2656,362,42941,0.281777355,10337.94925,13.033,-1.9669999999999999,1.6580000000000001,-1.3419999999999999,6.982,1.982,6.348,-0.652,2.444,-0.556,7.235,2.235,4.539,2.539,3.763,-4.237,"Census Tract 4732, Allegheny County, Pennsylvania"
2580,36,19,5,2,2,7,2,2,4,42003473300,5355,2651,2704,1289,2838,1228,651,638,1450,1388,550,678,5007,492,51233,1.272778044,4207.332164,11.259,-7.7410000000000005,0.28300000000000003,-1.7169999999999999,8.785,3.785,8.281,6.281000000000001,3.432,1.432,5.487,-1.5130000000000001,2.359,0.359,4.824,0.8240000000000001,"Census Tract 4733, Allegheny County, Pennsylvania"
2581,27,10,1,6,0,3,2,3,3,42003473401,3679,1782,1897,991,2182,506,490,501,1100,1082,192,314,3484,236,41875,0.589830121,6237.389157,7.412999999999999,-2.5869999999999997,1.4780000000000002,-0.522,2.005,1.005,3.7110000000000003,-2.289,2.405,2.405,3.305,0.305,1.4409999999999998,-1.5590000000000002,1.062,-1.9380000000000002,"Census Tract 4734.01, Allegheny County, Pennsylvania"
2582,19,9,2,4,4,2,4,5,4,42003473402,3441,1685,1756,782,1899,760,413,369,931,968,341,419,3259,211,49329,0.6843803620000001,5027.905814,8.248,-0.752,3.04,-0.96,2.8989999999999996,0.899,5.837999999999999,1.838,1.88,-2.12,5.15,3.15,5.749,0.7490000000000001,2.349,-1.651,"Census Tract 4734.02, Allegheny County, Pennsylvania"
2583,27,11,4,12,1,3,2,7,0,42003473500,3703,1870,1833,907,2176,620,504,403,1047,1129,319,301,3645,78,56549,0.9198706320000001,4025.566064,10.191,-0.809,3.201,1.2009999999999998,3.978,-0.022000000000000002,5.309,-6.691,2.715,1.715,4.271,1.271,2.888,-4.112,-0.469,-0.469,"Census Tract 4735, Allegheny County, Pennsylvania"
2584,16,6,1,3,0,1,3,2,0,42003473601,3760,1729,2031,933,2002,825,440,493,954,1048,335,490,3432,384,53155,0.80220793,4687.064115,5.388999999999999,-0.611,-0.233,-3.233,-0.18600000000000003,-1.186,3.485,0.485,1.383,1.383,2.22,1.22,2.338,0.33799999999999997,0.45,0.45,"Census Tract 4736.01, Allegheny County, Pennsylvania"
2585,12,3,0,2,2,0,1,5,4,42003473602,4725,2276,2449,1033,2583,1109,631,402,1222,1361,423,686,4110,630,42439,0.946273842,4993.269168,7.303999999999999,4.303999999999999,2.9819999999999998,1.982,-3.805,-3.805,2.3569999999999998,0.35700000000000004,1.3769999999999998,-0.623,2.8960000000000004,2.8960000000000004,1.4180000000000001,-3.582,0.726,-3.2739999999999996,"Census Tract 4736.02, Allegheny County, Pennsylvania"
2586,26,13,3,6,1,3,5,4,2,42003474101,3644,1776,1868,975,2186,483,541,434,1075,1111,160,323,3055,698,46312,1.5671454180000002,2325.246884,9.441,-3.5589999999999997,2.103,-2.897,3.472,0.47200000000000003,7.16,1.16,2.6660000000000004,1.666,3.753,0.753,4.109,0.109,1.7169999999999999,-0.28300000000000003,"Census Tract 4741.01, Allegheny County, Pennsylvania"
2587,44,16,5,23,3,5,5,3,3,42003474102,3783,1736,2047,1097,1919,767,496,601,951,968,289,478,3511,317,50152,1.8471721859999999,2047.9953239999998,14.458,-1.5419999999999998,4.151,-0.8490000000000001,9.367,4.367,9.395,-13.605,3.693,0.693,6.192,1.192,5.985,2.985,2.367,-0.633,"Census Tract 4741.02, Allegheny County, Pennsylvania"
2588,4,1,2,1,1,1,0,2,1,42003474201,2458,1213,1245,648,1373,437,338,310,672,701,203,234,2248,216,48333,1.2830028009999999,1915.818109,5.206,4.206,0.609,0.609,-0.915,-2.915,0.365,-0.635,1.172,0.172,1.8519999999999999,0.852,0.16699999999999998,-1.8330000000000002,-0.35100000000000003,-1.351,"Census Tract 4742.01, Allegheny County, Pennsylvania"
2589,12,1,0,1,3,2,3,2,2,42003474202,5060,2507,2553,1323,2696,1041,675,648,1311,1385,521,520,4624,512,64257,3.427002219,1476.5091109999998,4.919,3.9189999999999996,0.10099999999999999,-2.8989999999999996,-1.55,-1.55,2.169,1.169,2.549,-0.451,3.78,1.78,4.729,2.7289999999999996,2.161,0.161,"Census Tract 4742.02, Allegheny County, Pennsylvania"
2590,5,0,0,0,0,0,1,3,1,42003474203,4647,2373,2274,1285,2618,744,712,573,1312,1306,349,395,4104,644,52967,1.701715534,2730.773685,4.279,4.279,0.275,-0.725,-4.421,-4.421,-0.45899999999999996,-0.45899999999999996,1.4040000000000001,1.4040000000000001,1.651,1.651,0.6559999999999999,-2.344,-0.98,-1.98,"Census Tract 4742.03, Allegheny County, Pennsylvania"
2591,66,21,10,23,3,8,2,13,11,42003475101,4742,2153,2589,689,2736,1317,396,293,1207,1529,550,767,4072,714,31448,1.210305942,3918.017614,24.776999999999997,3.7769999999999997,9.687999999999999,7.688,5.5,-4.5,11.252,-11.748,5.1,2.1,9.229,1.229,2.602,-10.398,4.105,-6.895,"Census Tract 4751.01, Allegheny County, Pennsylvania"
2592,14,5,2,5,2,3,1,2,0,42003475102,1574,814,760,302,941,331,173,129,504,437,137,194,1569,7,44344,0.705233353,2231.8853649999996,7.08,2.08,1.6230000000000002,0.623,2.7439999999999998,0.7440000000000001,2.701,-2.299,1.7369999999999999,-0.263,1.9240000000000002,-1.0759999999999998,1.9480000000000002,-0.052000000000000005,1.5519999999999998,1.5519999999999998,"Census Tract 4751.02, Allegheny County, Pennsylvania"
2593,59,22,6,20,2,10,2,10,5,42003475200,4915,2430,2485,1083,2695,1137,578,505,1334,1361,518,619,4862,85,38622,1.8210867380000002,2698.937891,19.01,-2.99,7.3839999999999995,5.3839999999999995,7.098,1.0979999999999999,10.690999999999999,-9.309,5.1080000000000005,3.108,6.707999999999999,-3.292,2.7,-7.3,5.2010000000000005,0.201,"Census Tract 4752, Allegheny County, Pennsylvania"
2594,46,18,2,6,0,5,11,9,2,42003475301,4772,2355,2417,893,2784,1095,492,401,1354,1430,509,586,4194,836,32444,1.308114113,3647.999782,8.714,-9.286,4.843999999999999,-6.156000000000001,4.592,2.592,9.416,3.4160000000000004,3.985,3.985,3.0989999999999998,-1.901,8.711,-0.289,4.695,2.695,"Census Tract 4753.01, Allegheny County, Pennsylvania"
2595,4,3,0,0,0,0,0,0,0,42003475303,3941,1961,1980,841,2202,898,457,384,1064,1138,440,458,3908,48,40016,1.19880975,3287.4273829999997,4.3,1.3,-0.342,-0.342,-1.416,-1.416,-0.489,-0.489,0.835,0.835,0.6829999999999999,0.6829999999999999,-0.38799999999999996,-0.38799999999999996,-1.208,-1.208,"Census Tract 4753.03, Allegheny County, Pennsylvania"
2596,5,1,1,1,0,2,1,1,1,42003475304,5433,2559,2874,1038,3422,973,546,492,1567,1855,446,527,4938,657,35395,1.6494376880000001,3293.8498010000003,8.571,7.571000000000001,0.589,-0.41100000000000003,-4.994,-5.994,-0.878,-1.8780000000000001,0.983,0.983,0.8809999999999999,-1.119,0.17800000000000002,-0.8220000000000001,0.298,-0.7020000000000001,"Census Tract 4753.04, Allegheny County, Pennsylvania"
2597,69,33,9,12,8,7,9,8,6,42003475401,3896,1941,1955,763,2143,990,404,359,1142,1001,395,595,3743,236,39920,2.284262996,1705.5829420000002,19.752,-13.248,7.215,-1.785,18.066,9.066,18.159000000000002,6.159,5.9479999999999995,-2.052,8.801,1.801,10.995999999999999,2.9960000000000004,6.474,0.474,"Census Tract 4754.01, Allegheny County, Pennsylvania"
2598,10,3,1,2,2,2,2,1,3,42003475402,2912,1348,1564,570,1684,658,195,375,836,848,317,341,2808,171,40379,1.493430794,1949.8727440000002,5.917000000000001,2.917,0.9690000000000001,-1.031,0.145,-0.855,1.0270000000000001,-0.973,1.511,-0.489,2.506,0.506,2.6,1.6,1.3259999999999998,-1.6740000000000002,"Census Tract 4754.02, Allegheny County, Pennsylvania"
2599,99,36,16,22,8,14,10,11,7,42003476100,4941,2467,2474,887,3215,839,496,391,1666,1549,305,534,4349,614,33735,0.9338178,5291.182068,32.825,-3.175,9.997,-0.003,19.273,3.273,21.101,-0.899,7.765,-0.235,10.978,-3.022,11.288,0.28800000000000003,9.19,2.19,"Census Tract 4761, Allegheny County, Pennsylvania"
2600,21,9,1,3,0,0,5,3,1,42003476200,3288,1607,1681,498,2152,638,267,231,1094,1058,246,392,3198,141,36891,0.663007291,4959.221484000001,7.632999999999999,-1.367,1.284,-3.716,0.785,-0.215,2.909,-0.091,2.019,2.019,1.7830000000000001,1.7830000000000001,3.907,0.907,0.215,-0.785,"Census Tract 4762, Allegheny County, Pennsylvania"
2601,17,10,3,4,2,2,1,1,0,42003477100,3315,1459,1856,608,1828,879,295,313,848,980,316,563,3101,299,41176,0.8348439870000001,3970.801793,8.833,-1.167,0.868,-0.132,3.602,0.602,4.625,0.625,1.617,-0.38299999999999995,2.569,0.569,1.275,0.275,1.9169999999999998,1.9169999999999998,"Census Tract 4771, Allegheny County, Pennsylvania"
2602,17,7,0,2,0,2,7,3,3,42003477200,4038,1690,2348,699,2137,1202,305,394,970,1167,415,787,4008,44,40745,1.119819812,3605.9372719999997,5.968999999999999,-1.031,1.206,-5.794,-3.0039999999999996,-3.0039999999999996,5.919,3.9189999999999996,2.011,2.011,2.877,0.877,4.085,1.085,2.165,-0.835,"Census Tract 4772, Allegheny County, Pennsylvania"
2603,20,4,2,6,4,3,3,6,3,42003477300,6406,3246,3160,1450,3928,1028,719,731,2043,1885,484,544,4476,2498,26958,1.371506682,4670.775639,11.412,7.412000000000001,5.425,2.425,-0.35100000000000003,-2.351,2.641,-3.359,2.049,-1.9509999999999998,2.963,-0.037000000000000005,5.226,-0.774,3.475,0.475,"Census Tract 4773, Allegheny County, Pennsylvania"
2604,59,32,6,14,2,3,4,4,5,42003478100,3979,1917,2062,775,2672,532,363,412,1322,1350,232,300,3491,535,33852,0.58435442,6809.223758,16.105999999999998,-15.894,3.036,-0.9640000000000001,15.470999999999998,9.471,11.686,-2.314,4.077,2.077,7.071000000000001,4.071000000000001,4.912,0.912,1.2790000000000001,-3.721,"Census Tract 4781, Allegheny County, Pennsylvania"
2605,23,5,1,3,1,5,1,4,3,42003478200,5474,2673,2801,1345,3292,837,621,724,1653,1639,399,438,4889,719,30780,0.86308234,6342.384432,8.581,3.5810000000000004,3.035,2.035,-0.768,-1.768,1.73,-1.27,2.325,1.325,2.228,-2.772,1.024,-2.9760000000000004,2.714,-0.28600000000000003,"Census Tract 4782, Allegheny County, Pennsylvania"
2606,18,7,3,3,0,2,5,2,0,42003479000,2058,1043,1015,373,1276,409,240,133,653,623,150,259,1916,203,32726,0.506005026,4067.1532810000003,7.91,0.91,1.181,-3.819,0.6729999999999999,-2.327,4.479,1.479,1.972,1.972,1.521,-0.479,2.508,0.508,0.249,0.249,"Census Tract 4790, Allegheny County, Pennsylvania"
2607,29,17,4,6,5,2,0,5,3,42003480101,5351,2626,2725,1190,3275,886,618,572,1680,1595,328,558,3450,2013,27989,0.886176269,6038.302071,14.67,-2.33,5.121,5.121,7.377000000000001,3.377,6.124,0.124,1.828,-3.1719999999999997,4.147,2.147,2.6710000000000003,-2.329,2.5860000000000003,-0.414,"Census Tract 4801.01, Allegheny County, Pennsylvania"
2608,4,2,3,0,1,0,1,0,0,42003480102,3050,1504,1546,517,1819,714,261,256,978,841,265,449,2822,228,30693,0.65358717,4666.5542700000005,8.38,6.38,0.496,-0.504,-1.591,-4.591,0.409,0.409,0.606,-0.39399999999999996,1.01,1.01,-0.034,-0.034,-1.3330000000000002,-1.3330000000000002,"Census Tract 4801.02, Allegheny County, Pennsylvania"
2609,13,9,3,4,0,0,1,0,0,42003480200,3330,1540,1790,659,2008,663,207,452,1021,987,312,351,2865,551,34826,1.196059159,2784.1432219999997,7.539,-1.4609999999999999,-0.424,-1.4240000000000002,2.8480000000000003,-0.152,1.6840000000000002,-2.316,1.401,1.401,1.169,1.169,0.812,0.812,-1.212,-1.212,"Census Tract 4802, Allegheny County, Pennsylvania"
2610,4,3,1,1,0,0,0,0,0,42003480300,3462,1870,1592,881,2055,526,580,301,1063,992,227,299,3337,199,39781,1.099093463,3149.868613,5.255,2.255,-0.016,-0.016,-1.208,-2.208,-0.037000000000000005,-1.037,0.754,0.754,0.963,0.963,-0.6859999999999999,-0.6859999999999999,-1.489,-1.489,"Census Tract 4803, Allegheny County, Pennsylvania"
2611,6,2,1,1,0,0,2,2,1,42003480400,4458,2024,2434,810,2614,1034,352,458,1287,1327,385,649,4376,96,36488,1.938700792,2299.478093,7.494,5.494,0.8290000000000001,-1.171,-4.625,-5.625,1.158,0.158,1.147,1.147,1.148,1.148,0.14300000000000002,-1.857,-0.738,-1.7380000000000002,"Census Tract 4804, Allegheny County, Pennsylvania"
2612,11,7,0,2,1,0,0,3,0,42003481000,3340,1546,1794,825,2200,315,390,435,1062,1138,94,221,1897,1604,19661,0.339531288,9837.090466,6.346,-0.654,3.009,3.009,1.1,1.1,1.913,-0.087,0.054000000000000006,-0.946,0.774,0.774,-0.04,-3.04,-0.034,-0.034,"Census Tract 4810, Allegheny County, Pennsylvania"
2613,37,20,9,11,1,2,4,3,0,42003482500,1778,851,927,330,1079,369,154,176,565,514,132,237,1479,377,33586,0.921927012,1928.5691559999998,14.100999999999999,-5.899,2.349,-1.651,10.75,1.75,8.381,-2.6189999999999998,3.1180000000000003,2.1180000000000003,3.675,1.675,2.301,-0.6990000000000001,-1.442,-1.442,"Census Tract 4825, Allegheny County, Pennsylvania"
2614,92,38,21,40,9,8,5,8,6,42003483800,3153,1524,1629,807,1812,534,534,273,786,1026,204,330,767,2498,19367,0.575483723,5478.8691229999995,38.065,0.065,12.265,7.265,25.794,4.794,20.007,-19.993,5.776,-3.2239999999999998,11.597999999999999,3.5980000000000003,8.853,0.853,3.1430000000000002,-2.8569999999999998,"Census Tract 4838, Allegheny County, Pennsylvania"
2615,21,7,7,4,3,3,2,2,0,42003484300,3148,1594,1554,648,1998,502,346,302,1033,965,215,287,2073,1227,25802,0.8605514409999999,3658.119493,13.411,6.4110000000000005,2.803,0.8029999999999999,3.489,-3.511,4.088,0.08800000000000001,2.2230000000000003,-0.777,2.097,-0.903,1.986,-0.013999999999999999,0.6659999999999999,0.6659999999999999,"Census Tract 4843, Allegheny County, Pennsylvania"
2616,18,10,5,2,1,3,1,0,0,42003484500,5882,2801,3081,1064,3538,1280,497,567,1716,1822,588,692,5713,169,31724,0.968694794,6072.087962,12.770999999999999,2.7710000000000004,0.33799999999999997,-0.662,1.541,-3.4589999999999996,2.603,0.603,1.544,0.544,2.099,-0.9009999999999999,-0.04,-0.04,0.40399999999999997,0.40399999999999997,"Census Tract 4845, Allegheny County, Pennsylvania"
2617,5,1,0,0,0,1,1,0,0,42003484600,2199,947,1252,489,1201,509,212,277,595,606,140,369,1721,607,27380,0.46843381100000003,4694.366525,3.403,2.403,0.83,-0.17,-1.075,-1.075,0.9079999999999999,0.9079999999999999,0.6409999999999999,0.6409999999999999,0.113,-0.887,-0.653,-0.653,0.242,0.242,"Census Tract 4846, Allegheny County, Pennsylvania"
2618,2,1,0,0,0,0,0,0,1,42003485000,1135,597,538,235,741,159,132,103,381,360,84,75,873,299,23702,0.29628591600000004,3830.759203,2.733,1.733,0.7559999999999999,0.7559999999999999,-0.607,-0.607,-1.258,-1.258,0.342,0.342,-0.377,-0.377,-0.593,-0.593,-1.3880000000000001,-2.388,"Census Tract 4850, Allegheny County, Pennsylvania"
2619,5,2,0,2,0,0,1,1,0,42003486700,2416,929,1487,730,1449,237,402,328,407,1042,120,117,696,2059,16069,0.962331445,2510.569527,2.202,0.20199999999999999,1.496,0.496,-1.392,-1.392,2.0580000000000003,0.057999999999999996,0.723,0.723,-0.9790000000000001,-0.9790000000000001,0.642,-0.358,-0.2,-0.2,"Census Tract 4867, Allegheny County, Pennsylvania"
2620,1,0,0,1,0,0,0,1,0,42003486800,1515,712,803,428,863,224,239,189,411,452,62,162,520,1018,20307,0.494603815,3063.057652,3.221,3.221,1.776,1.776,-1.85,-1.85,-0.113,-1.113,0.376,0.376,-0.787,-0.787,-1.374,-2.374,-1.433,-1.433,"Census Tract 4868, Allegheny County, Pennsylvania"
2621,2,0,0,0,0,0,0,2,0,42003486900,1613,794,819,606,855,152,387,219,352,503,55,97,423,1489,16220,0.361128299,4466.556638,0.564,0.564,2.307,2.307,-1.2890000000000001,-1.2890000000000001,1.193,1.193,0.39399999999999996,0.39399999999999996,-1.245,-1.245,-0.902,-2.9019999999999997,-0.504,-0.504,"Census Tract 4869, Allegheny County, Pennsylvania"
2622,10,4,1,3,0,0,0,2,0,42003487000,1779,762,1017,238,1113,428,101,137,530,583,131,297,1663,140,24179,0.968186298,1837.4562870000002,5.915,1.915,1.963,1.963,-0.639,-1.639,0.643,-2.3569999999999998,1.274,1.274,-0.185,-0.185,-1.268,-3.2680000000000002,-1.044,-1.044,"Census Tract 4870, Allegheny County, Pennsylvania"
2623,1,1,0,0,0,0,0,0,0,42003488100,2131,1170,961,380,1272,479,287,93,635,637,248,231,1732,508,32945,0.655017293,3253.349223,3.365,2.365,0.257,0.257,-1.242,-1.242,-0.6709999999999999,-0.6709999999999999,0.496,0.496,0.18600000000000003,0.18600000000000003,-0.457,-0.457,-1.1059999999999999,-1.1059999999999999,"Census Tract 4881, Allegheny County, Pennsylvania"
2624,20,7,1,0,13,0,0,0,0,42003488200,3523,1610,1913,927,2064,532,468,459,962,1102,180,352,2845,800,24740,1.13371061,3107.494955,8.795,1.795,6.015,6.015,8.731,7.731,6.263999999999999,6.263999999999999,2.292,-10.708,3.321,3.321,7.169,7.169,5.0,5.0,"Census Tract 4882, Allegheny County, Pennsylvania"
2625,10,7,1,2,1,0,0,1,0,42003488300,2092,1003,1089,312,1157,623,160,152,547,610,296,327,2079,19,32500,2.398519119,872.2048466,4.766,-2.234,1.37,1.37,2.6460000000000004,1.646,1.32,-0.68,1.249,0.249,0.759,0.759,-0.192,-1.192,-0.627,-0.627,"Census Tract 4883, Allegheny County, Pennsylvania"
2626,14,10,2,2,0,0,0,3,0,42003488400,4514,2104,2410,732,2869,913,390,342,1412,1457,302,611,3667,971,26982,1.438345213,3138.328657,10.325999999999999,0.326,1.9340000000000002,1.9340000000000002,-0.243,-2.2430000000000003,2.552,0.552,1.163,1.163,0.7090000000000001,0.7090000000000001,-1.348,-4.348,-0.321,-0.321,"Census Tract 4884, Allegheny County, Pennsylvania"
2627,38,8,4,8,5,2,9,11,1,42003488500,2833,1422,1411,481,1786,566,250,231,945,841,227,339,2654,333,31213,3.707738642,764.0775882999999,11.874,3.8739999999999997,8.302,-0.698,1.5930000000000002,-2.407,8.914,0.914,4.593,-0.40700000000000003,3.258,1.258,9.11,-1.89,2.471,1.4709999999999999,"Census Tract 4885, Allegheny County, Pennsylvania"
2628,80,28,11,34,8,6,8,15,3,42003488600,4853,2249,2604,877,2915,1061,381,496,1436,1479,432,629,4141,804,36670,4.87311851,995.8715329,30.866,2.866,11.847000000000001,3.847,9.988999999999999,-1.011,16.750999999999998,-17.249000000000002,7.903,-0.09699999999999999,10.076,4.0760000000000005,12.607999999999999,-2.392,2.888,-0.11199999999999999,"Census Tract 4886, Allegheny County, Pennsylvania"
2629,75,28,9,16,4,5,22,12,7,42003489001,4477,1960,2517,880,2510,1087,450,430,1147,1363,363,724,4295,236,37188,1.4402911680000001,3108.39926,19.471,-8.529,8.163,-13.837,7.1339999999999995,-1.8659999999999999,22.936999999999998,6.937,7.327999999999999,3.3280000000000003,9.106,4.106,16.629,4.629,4.54,-2.46,"Census Tract 4890.01, Allegheny County, Pennsylvania"
2630,35,16,4,5,0,4,3,7,4,42003489002,3707,1677,2030,763,2255,689,310,453,1056,1199,311,378,3593,123,40350,1.338084907,2770.377261,11.005,-4.995,3.097,0.09699999999999999,3.8960000000000004,-0.10400000000000001,6.04,1.04,3.3169999999999997,3.3169999999999997,3.823,-0.177,1.7619999999999998,-5.2379999999999995,1.591,-2.4090000000000003,"Census Tract 4890.02, Allegheny County, Pennsylvania"
2631,19,9,3,1,4,2,0,3,2,42003490002,4668,2110,2558,876,2838,954,401,475,1253,1585,456,498,4087,723,30133,3.151627595,1481.1394619999999,10.507,1.507,3.07,3.07,2.826,-0.174,2.87,1.87,2.065,-1.935,2.6180000000000003,0.618,1.815,-1.185,2.123,0.12300000000000001,"Census Tract 4900.02, Allegheny County, Pennsylvania"
